flight_id,airline,flight_no,origin,destination,departure_time,arrival_time,duration_minutes,stops,price,total_price,adults,currency,route_detail,segment_detail,query_date,flight_date,data_source,_raw_fast_flights
SCR_20260530_038,Jeju Air,,GMP,NRT,"7:55 PM on Sat, May 30","9:30 AM on Sun, May 31",815,1,3924.0,3924.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|7:55 PM on Sat, May 30|NRT|9:30 AM on Sun, May 31|13 小時 35 分鐘|包含 1 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Jeju Air', departure='7:55 PM on Sat, May 30', arrival='9:30 AM on Sun, May 31', arrival_time_ahead='+1', duration='13 hr 35 min', stops=1, delay=None, price='NT$3924')"
SCR_20260530_039,Korean Air,,GMP,NRT,"7:00 AM on Sat, May 30","11:35 AM on Sat, May 30",275,1,7978.0,7978.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|7:00 AM on Sat, May 30|NRT|11:35 AM on Sat, May 30|4 小時 35 分鐘|包含 1 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='7:00 AM on Sat, May 30', arrival='11:35 AM on Sat, May 30', arrival_time_ahead='', duration='4 hr 35 min', stops=1, delay=None, price='NT$7978')"
SCR_20260530_040,Korean Air,,GMP,NRT,"8:05 AM on Sat, May 30","6:15 PM on Sat, May 30",610,1,7979.0,7979.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|8:05 AM on Sat, May 30|NRT|6:15 PM on Sat, May 30|10 小時 10 分鐘|包含 1 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='8:05 AM on Sat, May 30', arrival='6:15 PM on Sat, May 30', arrival_time_ahead='', duration='10 hr 10 min', stops=1, delay=None, price='NT$7979')"
SCR_20260530_041,Jeju Air,,GMP,NRT,"7:55 PM on Sat, May 30","1:00 PM on Sun, May 31",1025,1,4235.0,4235.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|7:55 PM on Sat, May 30|NRT|1:00 PM on Sun, May 31|17 小時 5 分鐘|包含 1 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Jeju Air', departure='7:55 PM on Sat, May 30', arrival='1:00 PM on Sun, May 31', arrival_time_ahead='+1', duration='17 hr 5 min', stops=1, delay=None, price='NT$4235')"
SCR_20260530_042,Jeju Air,,GMP,NRT,"7:55 PM on Sat, May 30","2:30 PM on Sun, May 31",1115,1,4235.0,4235.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|7:55 PM on Sat, May 30|NRT|2:30 PM on Sun, May 31|18 小時 35 分鐘|包含 1 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Jeju Air', departure='7:55 PM on Sat, May 30', arrival='2:30 PM on Sun, May 31', arrival_time_ahead='+1', duration='18 hr 35 min', stops=1, delay=None, price='NT$4235')"
SCR_20260530_043,Korean Air,,GMP,NRT,"7:00 AM on Sat, May 30","6:15 PM on Sat, May 30",675,1,7978.0,7978.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|7:00 AM on Sat, May 30|NRT|6:15 PM on Sat, May 30|11 小時 15 分鐘|包含 1 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='7:00 AM on Sat, May 30', arrival='6:15 PM on Sat, May 30', arrival_time_ahead='', duration='11 hr 15 min', stops=1, delay=None, price='NT$7978')"
SCR_20260530_044,Korean Air,,GMP,NRT,"2:00 PM on Sat, May 30","11:35 AM on Sun, May 31",1295,1,7978.0,7978.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|2:00 PM on Sat, May 30|NRT|11:35 AM on Sun, May 31|21 小時 35 分鐘|包含 1 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='2:00 PM on Sat, May 30', arrival='11:35 AM on Sun, May 31', arrival_time_ahead='+1', duration='21 hr 35 min', stops=1, delay=None, price='NT$7978')"
SCR_20260530_045,Korean Air,,GMP,NRT,"5:35 PM on Sat, May 30","11:35 AM on Sun, May 31",1080,1,7978.0,7978.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|5:35 PM on Sat, May 30|NRT|11:35 AM on Sun, May 31|18 小時 0 分鐘|包含 1 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='5:35 PM on Sat, May 30', arrival='11:35 AM on Sun, May 31', arrival_time_ahead='+1', duration='18 hr', stops=1, delay=None, price='NT$7978')"
SCR_20260530_046,Korean Air,,GMP,NRT,"5:35 PM on Sat, May 30","6:15 PM on Sun, May 31",1480,1,7978.0,7978.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|5:35 PM on Sat, May 30|NRT|6:15 PM on Sun, May 31|24 小時 40 分鐘|包含 1 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='5:35 PM on Sat, May 30', arrival='6:15 PM on Sun, May 31', arrival_time_ahead='+1', duration='24 hr 40 min', stops=1, delay=None, price='NT$7978')"
SCR_20260530_047,Korean Air,,GMP,NRT,"2:55 PM on Sat, May 30","3:25 PM on Sun, May 31",1470,1,8491.0,8491.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|2:55 PM on Sat, May 30|NRT|3:25 PM on Sun, May 31|24 小時 30 分鐘|包含 1 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='2:55 PM on Sat, May 30', arrival='3:25 PM on Sun, May 31', arrival_time_ahead='+1', duration='24 hr 30 min', stops=1, delay=None, price='NT$8491')"
SCR_20260530_048,Korean Air,,GMP,NRT,"4:35 PM on Sat, May 30","3:25 PM on Sun, May 31",1370,1,8491.0,8491.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|4:35 PM on Sat, May 30|NRT|3:25 PM on Sun, May 31|22 小時 50 分鐘|包含 1 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='4:35 PM on Sat, May 30', arrival='3:25 PM on Sun, May 31', arrival_time_ahead='+1', duration='22 hr 50 min', stops=1, delay=None, price='NT$8491')"
SCR_20260530_049,Korean Air,,GMP,NRT,"5:30 PM on Sat, May 30","3:25 PM on Sun, May 31",1315,1,8491.0,8491.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|5:30 PM on Sat, May 30|NRT|3:25 PM on Sun, May 31|21 小時 55 分鐘|包含 1 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='5:30 PM on Sat, May 30', arrival='3:25 PM on Sun, May 31', arrival_time_ahead='+1', duration='21 hr 55 min', stops=1, delay=None, price='NT$8491')"
SCR_20260530_050,Korean Air,,GMP,NRT,"5:45 PM on Sat, May 30","3:25 PM on Sun, May 31",1300,1,8491.0,8491.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|5:45 PM on Sat, May 30|NRT|3:25 PM on Sun, May 31|21 小時 40 分鐘|包含 1 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='5:45 PM on Sat, May 30', arrival='3:25 PM on Sun, May 31', arrival_time_ahead='+1', duration='21 hr 40 min', stops=1, delay=None, price='NT$8491')"
SCR_20260530_051,Korean Air,,GMP,NRT,"6:15 PM on Sat, May 30","3:25 PM on Sun, May 31",1270,1,8491.0,8491.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|6:15 PM on Sat, May 30|NRT|3:25 PM on Sun, May 31|21 小時 10 分鐘|包含 1 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='6:15 PM on Sat, May 30', arrival='3:25 PM on Sun, May 31', arrival_time_ahead='+1', duration='21 hr 10 min', stops=1, delay=None, price='NT$8491')"
SCR_20260530_052,Korean Air,,GMP,NRT,"6:45 PM on Sat, May 30","3:25 PM on Sun, May 31",1240,1,8491.0,8491.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|6:45 PM on Sat, May 30|NRT|3:25 PM on Sun, May 31|20 小時 40 分鐘|包含 1 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='6:45 PM on Sat, May 30', arrival='3:25 PM on Sun, May 31', arrival_time_ahead='+1', duration='20 hr 40 min', stops=1, delay=None, price='NT$8491')"
SCR_20260530_053,Korean Air,,GMP,NRT,"8:30 PM on Sat, May 30","3:25 PM on Sun, May 31",1135,1,8491.0,8491.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|8:30 PM on Sat, May 30|NRT|3:25 PM on Sun, May 31|18 小時 55 分鐘|包含 1 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='8:30 PM on Sat, May 30', arrival='3:25 PM on Sun, May 31', arrival_time_ahead='+1', duration='18 hr 55 min', stops=1, delay=None, price='NT$8491')"
SCR_20260530_054,Korean Air,,GMP,NRT,"5:35 PM on Sat, May 30","3:25 PM on Sun, May 31",1310,2,9687.0,9687.0,1,TWD,GMP → 轉機(2次) → NRT,"GMP|5:35 PM on Sat, May 30|NRT|3:25 PM on Sun, May 31|21 小時 50 分鐘|包含 2 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='5:35 PM on Sat, May 30', arrival='3:25 PM on Sun, May 31', arrival_time_ahead='+1', duration='21 hr 50 min', stops=2, delay=None, price='NT$9687')"
SCR_20260530_055,Korean Air,,GMP,NRT,"5:35 PM on Sat, May 30","3:25 PM on Sun, May 31",1310,2,9687.0,9687.0,1,TWD,GMP → 轉機(2次) → NRT,"GMP|5:35 PM on Sat, May 30|NRT|3:25 PM on Sun, May 31|21 小時 50 分鐘|包含 2 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='5:35 PM on Sat, May 30', arrival='3:25 PM on Sun, May 31', arrival_time_ahead='+1', duration='21 hr 50 min', stops=2, delay=None, price='NT$9687')"
SCR_20260530_056,Korean Air,,GMP,NRT,"5:35 PM on Sat, May 30","3:25 PM on Sun, May 31",1310,2,9687.0,9687.0,1,TWD,GMP → 轉機(2次) → NRT,"GMP|5:35 PM on Sat, May 30|NRT|3:25 PM on Sun, May 31|21 小時 50 分鐘|包含 2 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='5:35 PM on Sat, May 30', arrival='3:25 PM on Sun, May 31', arrival_time_ahead='+1', duration='21 hr 50 min', stops=2, delay=None, price='NT$9687')"
SCR_20260530_057,Korean Air,,GMP,NRT,"2:55 PM on Sat, May 30","11:35 AM on Sun, May 31",1240,2,9702.0,9702.0,1,TWD,GMP → 轉機(2次) → NRT,"GMP|2:55 PM on Sat, May 30|NRT|11:35 AM on Sun, May 31|20 小時 40 分鐘|包含 2 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='2:55 PM on Sat, May 30', arrival='11:35 AM on Sun, May 31', arrival_time_ahead='+1', duration='20 hr 40 min', stops=2, delay=None, price='NT$9702')"
SCR_20260530_058,Korean Air,,GMP,NRT,"2:55 PM on Sat, May 30","11:35 AM on Sun, May 31",1240,2,9702.0,9702.0,1,TWD,GMP → 轉機(2次) → NRT,"GMP|2:55 PM on Sat, May 30|NRT|11:35 AM on Sun, May 31|20 小時 40 分鐘|包含 2 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='2:55 PM on Sat, May 30', arrival='11:35 AM on Sun, May 31', arrival_time_ahead='+1', duration='20 hr 40 min', stops=2, delay=None, price='NT$9702')"
SCR_20260530_059,Korean Air,,GMP,NRT,"4:35 PM on Sat, May 30","11:35 AM on Sun, May 31",1140,2,9702.0,9702.0,1,TWD,GMP → 轉機(2次) → NRT,"GMP|4:35 PM on Sat, May 30|NRT|11:35 AM on Sun, May 31|19 小時 0 分鐘|包含 2 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='4:35 PM on Sat, May 30', arrival='11:35 AM on Sun, May 31', arrival_time_ahead='+1', duration='19 hr', stops=2, delay=None, price='NT$9702')"
SCR_20260530_060,Korean Air,,GMP,NRT,"4:35 PM on Sat, May 30","11:35 AM on Sun, May 31",1140,2,9702.0,9702.0,1,TWD,GMP → 轉機(2次) → NRT,"GMP|4:35 PM on Sat, May 30|NRT|11:35 AM on Sun, May 31|19 小時 0 分鐘|包含 2 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='4:35 PM on Sat, May 30', arrival='11:35 AM on Sun, May 31', arrival_time_ahead='+1', duration='19 hr', stops=2, delay=None, price='NT$9702')"
SCR_20260530_061,Korean Air,,GMP,NRT,"4:35 PM on Sat, May 30","11:35 AM on Sun, May 31",1140,2,9702.0,9702.0,1,TWD,GMP → 轉機(2次) → NRT,"GMP|4:35 PM on Sat, May 30|NRT|11:35 AM on Sun, May 31|19 小時 0 分鐘|包含 2 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='4:35 PM on Sat, May 30', arrival='11:35 AM on Sun, May 31', arrival_time_ahead='+1', duration='19 hr', stops=2, delay=None, price='NT$9702')"
SCR_20260530_062,Korean Air,,GMP,NRT,"5:30 PM on Sat, May 30","11:35 AM on Sun, May 31",1085,2,9702.0,9702.0,1,TWD,GMP → 轉機(2次) → NRT,"GMP|5:30 PM on Sat, May 30|NRT|11:35 AM on Sun, May 31|18 小時 5 分鐘|包含 2 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='5:30 PM on Sat, May 30', arrival='11:35 AM on Sun, May 31', arrival_time_ahead='+1', duration='18 hr 5 min', stops=2, delay=None, price='NT$9702')"
SCR_20260530_063,Korean Air,,GMP,NRT,"5:30 PM on Sat, May 30","11:35 AM on Sun, May 31",1085,2,9702.0,9702.0,1,TWD,GMP → 轉機(2次) → NRT,"GMP|5:30 PM on Sat, May 30|NRT|11:35 AM on Sun, May 31|18 小時 5 分鐘|包含 2 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='5:30 PM on Sat, May 30', arrival='11:35 AM on Sun, May 31', arrival_time_ahead='+1', duration='18 hr 5 min', stops=2, delay=None, price='NT$9702')"
SCR_20260530_064,Korean Air,,GMP,NRT,"5:45 PM on Sat, May 30","11:35 AM on Sun, May 31",1070,2,9702.0,9702.0,1,TWD,GMP → 轉機(2次) → NRT,"GMP|5:45 PM on Sat, May 30|NRT|11:35 AM on Sun, May 31|17 小時 50 分鐘|包含 2 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='5:45 PM on Sat, May 30', arrival='11:35 AM on Sun, May 31', arrival_time_ahead='+1', duration='17 hr 50 min', stops=2, delay=None, price='NT$9702')"
SCR_20260530_065,Korean Air,,GMP,NRT,"5:45 PM on Sat, May 30","11:35 AM on Sun, May 31",1070,2,9702.0,9702.0,1,TWD,GMP → 轉機(2次) → NRT,"GMP|5:45 PM on Sat, May 30|NRT|11:35 AM on Sun, May 31|17 小時 50 分鐘|包含 2 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='5:45 PM on Sat, May 30', arrival='11:35 AM on Sun, May 31', arrival_time_ahead='+1', duration='17 hr 50 min', stops=2, delay=None, price='NT$9702')"
SCR_20260530_066,Korean Air,,GMP,NRT,"6:15 PM on Sat, May 30","11:35 AM on Sun, May 31",1040,2,9702.0,9702.0,1,TWD,GMP → 轉機(2次) → NRT,"GMP|6:15 PM on Sat, May 30|NRT|11:35 AM on Sun, May 31|17 小時 20 分鐘|包含 2 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='6:15 PM on Sat, May 30', arrival='11:35 AM on Sun, May 31', arrival_time_ahead='+1', duration='17 hr 20 min', stops=2, delay=None, price='NT$9702')"
SCR_20260530_067,Korean Air,,GMP,NRT,"6:15 PM on Sat, May 30","11:35 AM on Sun, May 31",1040,2,9702.0,9702.0,1,TWD,GMP → 轉機(2次) → NRT,"GMP|6:15 PM on Sat, May 30|NRT|11:35 AM on Sun, May 31|17 小時 20 分鐘|包含 2 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='6:15 PM on Sat, May 30', arrival='11:35 AM on Sun, May 31', arrival_time_ahead='+1', duration='17 hr 20 min', stops=2, delay=None, price='NT$9702')"
SCR_20260530_068,Korean Air,,GMP,NRT,"6:45 PM on Sat, May 30","11:35 AM on Sun, May 31",1010,2,9702.0,9702.0,1,TWD,GMP → 轉機(2次) → NRT,"GMP|6:45 PM on Sat, May 30|NRT|11:35 AM on Sun, May 31|16 小時 50 分鐘|包含 2 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='6:45 PM on Sat, May 30', arrival='11:35 AM on Sun, May 31', arrival_time_ahead='+1', duration='16 hr 50 min', stops=2, delay=None, price='NT$9702')"
SCR_20260530_069,"Korean Air, JAL",,GMP,NRT,"2:00 PM on Sat, May 30","9:30 AM on Sun, May 31",1170,2,9851.0,9851.0,1,TWD,GMP → 轉機(2次) → NRT,"GMP|2:00 PM on Sat, May 30|NRT|9:30 AM on Sun, May 31|19 小時 30 分鐘|包含 2 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air, JAL', departure='2:00 PM on Sat, May 30', arrival='9:30 AM on Sun, May 31', arrival_time_ahead='+1', duration='19 hr 30 min', stops=2, delay=None, price='NT$9851')"
SCR_20260530_070,"Korean Air, JAL",,GMP,NRT,"4:30 PM on Sat, May 30","4:00 PM on Sun, May 31",1410,1,10413.0,10413.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|4:30 PM on Sat, May 30|NRT|4:00 PM on Sun, May 31|23 小時 30 分鐘|包含 1 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air, JAL', departure='4:30 PM on Sat, May 30', arrival='4:00 PM on Sun, May 31', arrival_time_ahead='+1', duration='23 hr 30 min', stops=1, delay=None, price='NT$10413')"
SCR_20260530_071,"Asiana Airlines, ANA",,GMP,NRT,"8:10 AM on Sat, May 30","3:30 PM on Sat, May 30",440,1,10822.0,10822.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|8:10 AM on Sat, May 30|NRT|3:30 PM on Sat, May 30|7 小時 20 分鐘|包含 1 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Asiana Airlines, ANA', departure='8:10 AM on Sat, May 30', arrival='3:30 PM on Sat, May 30', arrival_time_ahead='', duration='7 hr 20 min', stops=1, delay=None, price='NT$10822')"
SCR_20260530_072,"Asiana Airlines, JAL",,GMP,NRT,"8:10 AM on Sat, May 30","4:00 PM on Sat, May 30",470,1,11622.0,11622.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|8:10 AM on Sat, May 30|NRT|4:00 PM on Sat, May 30|7 小時 50 分鐘|包含 1 次轉機",2026-05-25,2026-05-30,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Asiana Airlines, JAL', departure='8:10 AM on Sat, May 30', arrival='4:00 PM on Sat, May 30', arrival_time_ahead='', duration='7 hr 50 min', stops=1, delay=None, price='NT$11622')"
SCR_20260531_001,Jeju Air,,GMP,NRT,"8:20 PM on Sun, May 31","9:30 AM on Mon, Jun 1",790,1,4339.0,4339.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|8:20 PM on Sun, May 31|NRT|9:30 AM on Mon, Jun 1|13 小時 10 分鐘|包含 1 次轉機",2026-05-25,2026-05-31,Google Flights 爬蟲即時結果,"Flight(is_best=True, name='Jeju Air', departure='8:20 PM on Sun, May 31', arrival='9:30 AM on Mon, Jun 1', arrival_time_ahead='+1', duration='13 hr 10 min', stops=1, delay=None, price='NT$4339')"
SCR_20260531_002,Korean Air,,GMP,NRT,"7:00 AM on Sun, May 31","11:35 AM on Sun, May 31",275,1,7978.0,7978.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|7:00 AM on Sun, May 31|NRT|11:35 AM on Sun, May 31|4 小時 35 分鐘|包含 1 次轉機",2026-05-25,2026-05-31,Google Flights 爬蟲即時結果,"Flight(is_best=True, name='Korean Air', departure='7:00 AM on Sun, May 31', arrival='11:35 AM on Sun, May 31', arrival_time_ahead='', duration='4 hr 35 min', stops=1, delay=None, price='NT$7978')"
SCR_20260531_003,Korean Air,,GMP,NRT,"10:30 AM on Sun, May 31","6:15 PM on Sun, May 31",465,1,7978.0,7978.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|10:30 AM on Sun, May 31|NRT|6:15 PM on Sun, May 31|7 小時 45 分鐘|包含 1 次轉機",2026-05-25,2026-05-31,Google Flights 爬蟲即時結果,"Flight(is_best=True, name='Korean Air', departure='10:30 AM on Sun, May 31', arrival='6:15 PM on Sun, May 31', arrival_time_ahead='', duration='7 hr 45 min', stops=1, delay=None, price='NT$7978')"
SCR_20260531_004,"Korean Air, JAL",,GMP,NRT,"9:15 AM on Sun, May 31","4:00 PM on Sun, May 31",405,1,10413.0,10413.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|9:15 AM on Sun, May 31|NRT|4:00 PM on Sun, May 31|6 小時 45 分鐘|包含 1 次轉機",2026-05-25,2026-05-31,Google Flights 爬蟲即時結果,"Flight(is_best=True, name='Korean Air, JAL', departure='9:15 AM on Sun, May 31', arrival='4:00 PM on Sun, May 31', arrival_time_ahead='', duration='6 hr 45 min', stops=1, delay=None, price='NT$10413')"
SCR_20260531_005,Korean Air,,GMP,NRT,"7:00 AM on Sun, May 31","6:15 PM on Sun, May 31",675,1,7978.0,7978.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|7:00 AM on Sun, May 31|NRT|6:15 PM on Sun, May 31|11 小時 15 分鐘|包含 1 次轉機",2026-05-25,2026-05-31,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='7:00 AM on Sun, May 31', arrival='6:15 PM on Sun, May 31', arrival_time_ahead='', duration='11 hr 15 min', stops=1, delay=None, price='NT$7978')"
SCR_20260531_006,Korean Air,,GMP,NRT,"8:05 AM on Sun, May 31","6:15 PM on Sun, May 31",610,1,7978.0,7978.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|8:05 AM on Sun, May 31|NRT|6:15 PM on Sun, May 31|10 小時 10 分鐘|包含 1 次轉機",2026-05-25,2026-05-31,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='8:05 AM on Sun, May 31', arrival='6:15 PM on Sun, May 31', arrival_time_ahead='', duration='10 hr 10 min', stops=1, delay=None, price='NT$7978')"
SCR_20260531_007,Korean Air,,GMP,NRT,"10:30 AM on Sun, May 31","11:35 AM on Mon, Jun 1",1505,1,8103.0,8103.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|10:30 AM on Sun, May 31|NRT|11:35 AM on Mon, Jun 1|25 小時 5 分鐘|包含 1 次轉機",2026-05-25,2026-05-31,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='10:30 AM on Sun, May 31', arrival='11:35 AM on Mon, Jun 1', arrival_time_ahead='+1', duration='25 hr 5 min', stops=1, delay=None, price='NT$8103')"
SCR_20260531_008,Korean Air,,GMP,NRT,"2:00 PM on Sun, May 31","11:35 AM on Mon, Jun 1",1295,1,8103.0,8103.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|2:00 PM on Sun, May 31|NRT|11:35 AM on Mon, Jun 1|21 小時 35 分鐘|包含 1 次轉機",2026-05-25,2026-05-31,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='2:00 PM on Sun, May 31', arrival='11:35 AM on Mon, Jun 1', arrival_time_ahead='+1', duration='21 hr 35 min', stops=1, delay=None, price='NT$8103')"
SCR_20260531_009,Korean Air,,GMP,NRT,"5:35 PM on Sun, May 31","11:35 AM on Mon, Jun 1",1080,1,8103.0,8103.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|5:35 PM on Sun, May 31|NRT|11:35 AM on Mon, Jun 1|18 小時 0 分鐘|包含 1 次轉機",2026-05-25,2026-05-31,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='5:35 PM on Sun, May 31', arrival='11:35 AM on Mon, Jun 1', arrival_time_ahead='+1', duration='18 hr', stops=1, delay=None, price='NT$8103')"
SCR_20260531_010,Korean Air,,GMP,NRT,"6:35 AM on Sun, May 31","3:25 PM on Sun, May 31",530,1,8491.0,8491.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|6:35 AM on Sun, May 31|NRT|3:25 PM on Sun, May 31|8 小時 50 分鐘|包含 1 次轉機",2026-05-25,2026-05-31,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='6:35 AM on Sun, May 31', arrival='3:25 PM on Sun, May 31', arrival_time_ahead='', duration='8 hr 50 min', stops=1, delay=None, price='NT$8491')"
SCR_20260531_011,Korean Air,,GMP,NRT,"7:05 AM on Sun, May 31","3:25 PM on Sun, May 31",500,1,8491.0,8491.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|7:05 AM on Sun, May 31|NRT|3:25 PM on Sun, May 31|8 小時 20 分鐘|包含 1 次轉機",2026-05-25,2026-05-31,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='7:05 AM on Sun, May 31', arrival='3:25 PM on Sun, May 31', arrival_time_ahead='', duration='8 hr 20 min', stops=1, delay=None, price='NT$8491')"
SCR_20260531_012,Korean Air,,GMP,NRT,"7:10 AM on Sun, May 31","3:25 PM on Sun, May 31",495,1,8491.0,8491.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|7:10 AM on Sun, May 31|NRT|3:25 PM on Sun, May 31|8 小時 15 分鐘|包含 1 次轉機",2026-05-25,2026-05-31,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='7:10 AM on Sun, May 31', arrival='3:25 PM on Sun, May 31', arrival_time_ahead='', duration='8 hr 15 min', stops=1, delay=None, price='NT$8491')"
SCR_20260531_013,Korean Air,,GMP,NRT,"7:20 AM on Sun, May 31","3:25 PM on Sun, May 31",485,1,8491.0,8491.0,1,TWD,GMP → 轉機(1次) → NRT,"GMP|7:20 AM on Sun, May 31|NRT|3:25 PM on Sun, May 31|8 小時 5 分鐘|包含 1 次轉機",2026-05-25,2026-05-31,Google Flights 爬蟲即時結果,"Flight(is_best=False, name='Korean Air', departure='7:20 AM on Sun, May 31', arrival='3:25 PM on Sun, May 31', arrival_time_ahead='', duration='8 hr 5 min', stops=1, delay=None, price='NT$8491')"
